Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Sales,Discount,Profit
ORD02076,2023-07-20,CUST0276,Wireless Charging Pad,Electronics,North,1,26.99,0.1,12.49
ORD02081,2023-07-20,CUST0145,Noise-Canceling Headset,Technology,North,4,519.96,0.0,207.96
ORD02210,2023-07-20,CUST0264,Dual Monitor Arm,Technology,South,3,269.97,0.0,113.97
ORD02340,2023-07-20,CUST0100,Document Folder Set,Office Supplies,East,1,16.14,0.05,9.14
ORD00924,2023-07-21,CUST0008,Permanent Sticky Notes,Office Supplies,East,2,11.18,0.2,6.78
ORD02433,2023-07-21,CUST0001,A4 Printer Paper (Ream),Office Supplies,South,5,58.46,0.1,24.46
ORD02806,2023-07-21,CUST0218,A4 Printer Paper (Ream),Office Supplies,East,1,12.99,0.0,6.19
ORD00108,2023-07-22,CUST0076,Spiral Notebooks (3-Pack),Office Supplies,North,1,14.99,0.0,9.19
ORD00363,2023-07-22,CUST0084,Ergonomic Office Chair,Furniture,East,1,169.99,0.15,31.99
ORD02954,2023-07-22,CUST0240,Wireless Charging Pad,Electronics,East,2,59.98,0.0,30.98
ORD00003,2023-07-23,CUST0201,Whiteboard Markers,Office Supplies,North,2,19.53,0.15,10.53
ORD00085,2023-07-23,CUST0005,Spiral Notebooks (3-Pack),Office Supplies,North,3,44.97,0.0,27.57
ORD02402,2023-07-23,CUST0094,Spiral Notebooks (3-Pack),Office Supplies,East,1,12.74,0.15,6.94
ORD02723,2023-07-23,CUST0002,Ballpoint Pens (Pack of 12),Office Supplies,East,3,20.23,0.25,10.63
ORD00053,2023-07-24,CUST0258,Bookshelf 4-Tier,Furniture,West,5,599.95,0.0,189.95
ORD01929,2023-07-24,CUST0314,Ergonomic Office Chair,Furniture,East,1,199.99,0.0,61.99
ORD02198,2023-07-24,CUST0157,Permanent Sticky Notes,Office Supplies,East,2,13.98,0.0,9.58
ORD01522,2023-07-25,CUST0049,A4 Printer Paper (Ream),Office Supplies,North,4,51.96,0.0,24.76
ORD01773,2023-07-25,CUST0231,Ballpoint Pens (Pack of 12),Office Supplies,West,3,25.62,0.05,16.02
ORD01032,2023-07-26,CUST0039,HDMI Cable 4K (6ft),Electronics,North,1,13.49,0.1,8.69
ORD01889,2023-07-26,CUST0345,Whiteboard Markers,Office Supplies,North,2,22.98,0.0,13.98
ORD02710,2023-07-26,CUST0131,Whiteboard Markers,Office Supplies,West,3,32.75,0.05,19.25
ORD00750,2023-07-27,CUST0001,Heavy-Duty Stapler,Office Supplies,South,5,94.95,0.05,52.45
ORD01811,2023-07-27,CUST0035,HDMI Cable 4K (6ft),Electronics,South,6,62.96,0.3,34.16
ORD01092,2023-07-28,CUST0238,Mechanical Keyboard,Technology,West,4,303.96,0.05,119.96
ORD02844,2023-07-28,CUST0077,Bluetooth Speaker,Electronics,North,1,49.99,0.0,21.99
ORD02863,2023-07-28,CUST0002,Mechanical Keyboard,Technology,East,1,79.99,0.0,33.99
ORD00315,2023-07-29,CUST0067,Dual Monitor Arm,Technology,West,2,170.98,0.05,66.98
ORD01623,2023-07-29,CUST0250,Wireless Charging Pad,Electronics,East,1,28.49,0.05,13.99
ORD01995,2023-07-29,CUST0009,Spiral Notebooks (3-Pack),Office Supplies,West,5,56.21,0.25,27.21
ORD02475,2023-07-29,CUST0200,External SSD 1TB,Technology,South,2,239.98,0.0,89.98
ORD01058,2023-07-30,CUST0303,Permanent Sticky Notes,Office Supplies,East,3,16.78,0.2,10.18
ORD01196,2023-07-30,CUST0118,Wireless Laser Presenter,Electronics,West,4,82.76,0.1,44.76
ORD01450,2023-07-30,CUST0190,USB-C Docking Station,Technology,North,1,149.99,0.0,54.99
ORD01986,2023-07-30,CUST0020,Spiral Notebooks (3-Pack),Office Supplies,South,3,44.97,0.0,27.57
ORD02008,2023-07-30,CUST0263,Lumbar Support Cushion,Furniture,South,1,28.49,0.05,14.49
ORD02912,2024-09-20,CUST0106,Document Folder Set,Office Supplies,South,7,118.93,0.0,69.93
ORD02069,2023-07-30,CUST0299,Lumbar Support Cushion,Furniture,West,1,29.99,0.0,15.99
ORD00303,2023-07-31,CUST0004,Whiteboard Markers,Office Supplies,East,3,34.47,0.0,20.97
ORD00728,2023-07-31,CUST0169,Spiral Notebooks (3-Pack),Office Supplies,West,5,74.95,0.0,45.95
ORD02883,2023-07-31,CUST0076,A4 Printer Paper (Ream),Office Supplies,East,2,24.68,0.05,11.08
ORD00105,2023-08-01,CUST0156,Laptop Stand,Technology,North,1,39.99,0.0,17.99
ORD00427,2023-08-01,CUST0085,Lumbar Support Cushion,office supplies,North,1,26.99,0.1,12.99
ORD00518,2023-08-01,CUST0186,Standing Desk Converter,Furniture,North,3,599.98,0.2,74.98
ORD00753,2023-08-01,CUST0003,HD Webcam 1080p,Technology,South,1,59.99,0.0,27.99
ORD01420,2023-08-01,CUST0065,Ergonomic Office Chair,Furniture,South,2,359.98,0.1,83.98
ORD01739,2023-08-01,CUST0025,Permanent Sticky Notes,Office Supplies,South,1,5.59,0.2,3.39
ORD02715,2023-08-01,CUST0338,Spiral Notebooks (3-Pack),Office Supplies,East,1,13.49,0.1,7.69
ORD00674,2023-08-02,CUST0092,Ballpoint Pens (Pack of 12),Office Supplies,West,1,8.09,0.1,4.89
ORD01754,2023-08-02,CUST0173,Noise-Canceling Headset,Technology,South,1,110.49,0.15,32.49
ORD01776,2023-08-02,CUST0020,Dual Monitor Arm,Technology,North,6,458.95,0.15,146.95
ORD01778,2023-08-02,CUST0062,Filing Cabinet,Furniture,North,4,607.96,0.05,159.96
ORD01905,2023-08-02,CUST0339,Filing Cabinet,Furniture,South,2,239.99,0.25,15.99
ORD01981,2023-08-02,CUST0025,Bookshelf 4-Tier,Furniture,East,2,239.98,0.0,75.98
ORD02662,2023-08-02,CUST0315,External SSD 1TB,Technology,South,2,227.98,0.05,77.98
ORD02958,2023-08-02,CUST0226,Laptop Stand,Technology,North,2,79.98,0.0,35.98
ORD00009,2023-08-03,CUST0177,Spiral Notebooks (3-Pack),Office Supplies,East,3,44.97,0.0,27.57
ORD01105,2023-08-03,CUST0001,Wireless Laser Presenter,Electronics,South,5,109.2,0.05,61.7
ORD02204,2023-08-03,CUST0006,Portable Power Bank 20000mAh,Electronics,North,4,135.97,0.15,49.97
ORD00247,2023-08-04,CUST0229,Adjustable Footrest,Furniture,North,5,166.2,0.05,76.2
ORD00601,2023-08-04,CUST0140,Whiteboard Markers,Office Supplies,North,1,10.92,0.05,6.42
ORD01421,2023-08-04,CUST0186,Bookshelf 4-Tier,Furniture,East,2,239.98,0.0,75.98
ORD02105,2023-08-04,CUST0001,Noise-Canceling Headset,Technology,North,3,331.47,0.15,97.47
ORD02400,2023-08-04,CUST0293,Document Folder Set,Office Supplies,North,4,61.16,0.1,33.16
ORD00481,2023-08-05,CUST0320,Filing Cabinet,Furniture,East,5,679.96,0.15,119.96
ORD00579,2023-08-05,CUST0072,Permanent Sticky Notes,Office Supplies,North,1,6.29,0.1,4.09
ORD01676,2023-08-05,CUST0041,USB-C Docking Station,Technology,East,2,299.98,0.0,109.98
ORD02214,2023-08-05,CUST0004,Filing Cabinet,Furniture,North,4,639.96,0.0,191.96
ORD02707,2023-08-05,CUST0140,Filing Cabinet,Furniture,South,1,151.99,0.05,39.99
ORD01386,2023-08-06,CUST0194,Bookshelf 4-Tier,Furniture,South,2,179.98,0.25,15.98
ORD02417,2023-08-06,CUST0276,Laptop Stand,Technology,West,4,159.96,0.0,71.96
ORD02839,2023-08-06,CUST0003,Filing Cabinet,Furniture,East,2,303.98,0.05,79.98
ORD01748,2023-08-07,CUST0042,Lumbar Support Cushion,Furniture,East,1,29.99,0.0,15.99
ORD00027,2023-08-08,CUST0118,Permanent Sticky Notes,Office Supplies,East,1,6.64,0.05,4.44
ORD00435,2023-08-08,CUST0316,USB-C Docking Station,Technology,West,1,134.99,0.1,39.99
ORD02357,2023-08-08,CUST0259,Lumbar Support Cushion,Furniture,West,1,25.49,0.15,11.49
ORD00165,2023-08-09,CUST0078,HDMI Cable 4K (6ft),Electronics,South,2,29.98,0.0,20.38
ORD00403,2023-08-09,CUST0002,Noise-Canceling Headset,Technology,South,1,116.99,0.1,38.99
ORD01604,2023-08-09,CUST0123,Laptop Stand,Technology,North,1,29.99,0.25,7.99
ORD02217,2023-08-09,CUST0347,Desk Organizer Mesh,Furniture,West,2,49.98,0.0,26.98
ORD02267,2023-08-09,CUST0147,Heavy-Duty Stapler,Office Supplies,North,1,19.99,0.0,11.49
ORD02849,2023-08-09,CUST0332,Ballpoint Pens (Pack of 12),Office Supplies,South,1,8.54,0.05,5.34
ORD00156,2023-08-10,CUST0256,Noise-Canceling Headset,Technology,North,6,779.94,0.0,311.94
ORD01398,2023-08-10,CUST0053,Wireless Laser Presenter,Electronics,East,1,19.54,0.15,10.04
ORD02257,2023-08-10,CUST0011,A4 Printer Paper (Ream),Office Supplies,North,2,25.98,0.0,12.38
ORD02935,2023-08-10,CUST0151,Noise-Canceling Headset,Technology,West,3,389.97,0.0,155.97
ORD00396,2023-08-11,CUST0006,Noise-Canceling Headset,Technology,North,3,389.97,0.0,155.97
ORD00827,2023-08-11,CUST0345,Spiral Notebooks (3-Pack),Office Supplies,West,1,13.49,0.1,7.69
ORD01292,2023-08-11,CUST0326,Wireless Laser Presenter,Electronics,East,5,86.21,0.25,38.71
ORD01425,2023-08-11,CUST0002,Laptop Stand,Technology,East,6,239.94,0.0,107.94
ORD01478,2023-08-11,CUST0037,Heavy-Duty Stapler,Office Supplies,East,1,19.99,0.0,11.49
ORD02864,2023-08-11,CUST0075,Bluetooth Speaker,Electronics,East,1,44.99,0.1,16.99
ORD00375,2023-08-12,CUST0373,Noise-Canceling Headset,Technology,East,1,103.99,0.2,25.99
ORD01864,2023-08-12,CUST0363,HD Webcam 1080p,Technology,West,2,113.98,0.05,49.98
ORD01942,2023-08-12,CUST0076,Wireless Laser Presenter,Electronics,North,1,18.39,0.2,8.89
ORD02609,2023-08-12,CUST0014,Ergonomic Office Chair,Furniture,North,1,199.99,0.0,61.99
ORD00442,2023-08-13,CUST0133,HDMI Cable 4K (6ft),Electronics,South,4,50.97,0.15,31.77
ORD02106,2023-08-13,CUST0091,Wireless Laser Presenter,Electronics,East,1,21.84,0.05,12.34
ORD00076,2023-08-14,CUST0098,USB-C Docking Station,Technology,North,1,134.99,0.1,39.99
ORD00898,2023-08-14,CUST0083,Laptop Stand,Technology,East,1,37.99,0.05,15.99
ORD01183,2023-08-14,CUST0351,Noise-Canceling Headset,Technology,West,1,129.99,0.0,51.99
ORD00585,2023-08-15,CUST0199,Ballpoint Pens (Pack of 12),Office Supplies,West,1,8.09,0.1,4.89
ORD01197,2023-08-16,CUST0148,Bookshelf 4-Tier,Furniture,North,3,359.97,0.0,113.97
ORD02579,2023-08-16,CUST0185,Dual Monitor Arm,Technology,North,5,382.46,0.15,122.46
ORD02976,2023-08-16,CUST0052,Ergonomic Office Chair,Furniture,South,1,199.99,0.0,61.99
ORD00300,2023-08-17,CUST0269,Ballpoint Pens (Pack of 12),Office Supplies,South,3,26.97,0.0,17.37
ORD02287,2023-08-17,CUST0039,USB-C Docking Station,Technology,South,2,224.99,0.25,34.99
ORD02725,2023-08-17,CUST0046,Dual Monitor Arm,Technology,East,3,269.97,0.0,113.97
ORD00081,2023-08-18,CUST0167,Spiral Notebooks (3-Pack),Office Supplies,North,1,14.99,0.0,9.19
ORD00554,2023-08-18,CUST0215,A4 Printer Paper (Ream),Office Supplies,East,4,46.76,0.1,19.56
ORD01443,2023-08-18,CUST0003,Laptop Stand,Technology,West,5,179.96,0.1,69.96
ORD01561,2023-08-18,CUST0129,Wireless Laser Presenter,Electronics,East,2,41.38,0.1,22.38
ORD01580,2023-08-18,CUST0301,Bookshelf 4-Tier,Furniture,West,4,383.97,0.2,55.97
ORD01899,2023-08-18,CUST0226,Mechanical Keyboard,Technology,North,3,191.98,0.2,53.98
ORD02465,2023-08-18,CUST0049,Ergonomic Office Chair,Furniture,West,2,339.98,0.15,63.98
ORD02792,2023-08-18,CUST0195,Noise-Canceling Headset,Technology,East,1,129.99,0.0,51.99
ORD01978,2023-08-19,CUST0094,Noise-Canceling Headset,Technology,North,1,103.99,0.2,25.99
ORD00958,2023-08-20,CUST0155,Wireless Laser Presenter,Electronics,West,1,22.99,0.0,13.49
ORD01113,2023-08-20,CUST0365,Ergonomic Office Chair,Furniture,West,1,199.99,0.0,61.99
ORD01275,2023-08-20,CUST0034,External SSD 1TB,Technology,South,1,95.99,0.2,20.99
ORD01444,2023-08-20,CUST0015,Noise-Canceling Headset,Technology,South,6,545.96,0.3,77.96
ORD02483,2023-08-20,CUST0272,Whiteboard Markers,Office Supplies,East,7,76.41,0.05,44.91
ORD01341,2023-08-21,CUST0077,HD Webcam 1080p,Technology,South,6,323.95,0.1,131.95
ORD02010,2023-08-21,CUST0184,Whiteboard Markers,Office Supplies,North,3,29.3,0.15,15.8
ORD01763,2023-08-22,CUST0088,Adjustable Footrest,Furniture,West,1,31.49,0.1,13.49
ORD01835,2023-08-22,CUST0045,Adjustable Footrest,Furniture,North,2,62.98,0.1,26.98
ORD01882,2023-08-22,CUST0059,Bluetooth Speaker,Electronics,North,2,89.98,0.1,33.98
ORD01941,2023-08-22,CUST0014,Permanent Sticky Notes,Office Supplies,South,2,12.58,0.1,8.18
ORD02290,2023-08-22,CUST0110,HD Webcam 1080p,Technology,East,6,323.95,0.1,131.95
ORD02499,2023-08-23,CUST0328,HD Webcam 1080p,Technology,South,5,299.95,0.0,139.95
ORD02631,2023-08-23,CUST0011,Bluetooth Speaker,Electronics,North,1,47.49,0.05,19.49
ORD02701,2023-08-23,CUST0283,Bluetooth Speaker,Electronics,East,1,49.99,0.0,21.99
ORD02703,2023-08-23,CUST0131,Spiral Notebooks (3-Pack),Office Supplies,South,1,13.49,0.1,7.69
ORD01566,2023-08-24,CUST0130,Surge Protector Power Strip,Electronics,West,1,20.79,0.2,8.29
ORD01809,2023-08-24,CUST0189,Surge Protector Power Strip,Electronics,South,1,25.99,0.0,13.49
ORD02220,2023-08-24,CUST0212,Document Folder Set,Office Supplies,North,2,27.18,0.2,13.18
ORD02535,2023-08-24,CUST0016,Laptop Stand,Technology,East,2,79.98,0.0,35.98
ORD01309,2023-08-25,CUST0024,Ergonomic Office Chair,Furniture,East,3,599.97,0.0,185.97
ORD02201,2023-08-25,CUST0071,USB-C Docking Station,Technology,South,10,1499.9,0.0,549.9
ORD02759,2023-08-25,CUST0211,Ballpoint Pens (Pack of 12),Office Supplies,West,1,8.99,0.0,5.79
ORD02951,2023-08-25,CUST0080,Heavy-Duty Stapler,Office Supplies,West,1,19.99,0.0,11.49
ORD00887,2023-08-26,CUST0269,Ballpoint Pens (Pack of 12),Office Supplies,South,1,8.09,0.1,4.89
ORD01632,2023-08-26,CUST0373,Noise-Canceling Headset,Technology,East,1,123.49,0.05,45.49
ORD02169,2023-08-26,CUST0003,Lumbar Support Cushion,Furniture,East,2,47.98,0.2,19.98
ORD00008,2023-08-27,CUST0289,Filing Cabinet,Furniture,East,2,319.98,0.0,95.98
ORD00612,2023-08-27,CUST0317,Mechanical Keyboard,Technology,West,2,159.98,0.0,67.98
ORD02511,2023-08-27,CUST0104,Wireless Charging Pad,Electronics,West,8,239.92,0.0,123.92
ORD02788,2023-08-27,CUST0079,Adjustable Footrest,Furniture,,3,104.97,0.0,50.97
ORD00714,2023-08-28,CUST0020,Lumbar Support Cushion,Furniture,East,1,26.99,0.1,12.99
ORD01090,2023-08-28,CUST0320,Mechanical Keyboard,Technology,West,3,239.97,0.0,101.97
ORD01104,2023-08-28,CUST0366,Bluetooth Speaker,Electronics,South,6,269.95,0.1,101.95
ORD01898,2023-08-28,CUST0001,Laptop Stand,Technology,West,4,159.96,0.0,71.96
ORD02321,2023-08-28,CUST0224,Surge Protector Power Strip,Electronics,West,2,41.58,0.2,16.58
ORD02754,2023-08-28,CUST0001,Dual Monitor Arm,Technology,South,10,899.9,0.0,379.9
ORD02918,2023-08-28,CUST0023,Filing Cabinet,Furniture,South,4,639.96,0.0,191.96
ORD00654,2023-08-29,CUST0173,Wireless Laser Presenter,Electronics,East,1,22.99,0.0,13.49
ORD00952,2023-08-29,CUST0166,Spiral Notebooks (3-Pack),Office Supplies,North,1,14.99,0.0,9.19
ORD01352,2023-08-29,CUST0057,Noise-Canceling Headset,Technology,North,2,194.99,0.25,38.99
ORD01592,2023-08-29,CUST0161,Adjustable Footrest,Furniture,West,5,148.71,0.15,58.71
ORD02962,2023-08-29,CUST0011,Filing Cabinet,Furniture,East,2,303.98,0.05,79.98
ORD00971,2023-08-30,CUST0008,Heavy-Duty Stapler,Office Supplies,East,4,59.97,0.25,25.97
ORD00980,2023-08-30,CUST0040,Surge Protector Power Strip,Electronics,West,3,62.38,0.2,24.88
ORD02771,2023-08-30,CUST0191,Portable Power Bank 20000mAh,Electronics,South,6,215.95,0.1,86.95
ORD00377,2023-08-31,CUST0022,Spiral Notebooks (3-Pack),Office Supplies,South,3,40.47,0.1,23.07
ORD00979,2023-08-31,CUST0283,Filing Cabinet,Furniture,West,6,959.94,0.0,287.94
ORD01116,2023-08-31,CUST0340,Permanent Sticky Notes,Office Supplies,South,1,6.99,0.0,4.79
ORD02063,2023-08-31,CUST0013,Ballpoint Pens (Pack of 12),Office Supplies,West,1,6.74,0.25,3.54
ORD02627,2023-08-31,CUST0094,Spiral Notebooks (3-Pack),Office Supplies,East,1,14.24,0.05,8.44
ORD02837,2023-08-31,CUST0153,Ballpoint Pens (Pack of 12),Office Supplies,West,3,26.97,0.0,17.37
ORD01530,2023-09-01,CUST0026,A4 Printer Paper (Ream),Office Supplies,South,4,44.17,0.15,16.97
ORD01800,2023-09-01,CUST0014,Desk Organizer Mesh,Furniture,East,5,124.95,0.0,67.45
ORD02270,2023-09-01,CUST0100,Filing Cabinet,Furniture,West,3,455.97,0.05,119.97
ORD02313,2023-09-01,CUST0263,Wireless Charging Pad,Electronics,North,2,56.98,0.05,27.98
ORD01131,2023-09-02,CUST0095,Document Folder Set,Office Supplies,South,3,50.97,0.0,29.97
ORD01460,2023-09-02,CUST0004,External SSD 1TB,Technology,West,3,359.97,0.0,134.97
ORD02176,2023-09-02,CUST0373,Mechanical Keyboard,Technology,West,2,143.98,0.1,51.98
ORD00400,2023-09-03,CUST0100,USB-C Docking Station,Technology,East,1,119.99,0.2,24.99
ORD01284,2023-09-03,CUST0341,Laptop Stand,Technology,North,1,31.99,0.2,9.99
ORD01366,2023-09-03,CUST0036,Heavy-Duty Stapler,Office Supplies,North,1,15.99,0.2,7.49
ORD02666,2023-09-03,CUST0058,Heavy-Duty Stapler,Office Supplies,South,2,29.98,0.25,12.98
ORD02902,2023-09-03,CUST0092,Laptop Stand,Technology,West,2,79.98,0.0,35.98
ORD00727,2023-09-04,CUST0132,Bookshelf 4-Tier,Furniture,West,1,113.99,0.05,31.99
ORD00872,2023-09-04,CUST0005,Spiral Notebooks (3-Pack),Office Supplies,East,7,104.93,0.0,64.33
ORD01448,2023-09-04,CUST0134,Ballpoint Pens (Pack of 12),Office Supplies,South,3,26.97,0.0,17.37
ORD02382,2023-09-04,CUST0208,Desk Organizer Mesh,Furniture,West,3,56.23,0.25,21.73
ORD00216,2023-09-05,CUST0202,Ergonomic Office Chair,Furniture,East,1,199.99,0.0,61.99
ORD00251,2023-09-05,CUST0090,External SSD 1TB,Technology,North,1,89.99,0.25,14.99
ORD00824,2023-09-05,CUST0211,A4 Printer Paper (Ream),Office Supplies,East,3,27.28,0.3,6.88
ORD01520,2023-09-05,CUST0281,Portable Power Bank 20000mAh,Electronics,South,3,113.97,0.05,49.47
ORD02606,2023-09-05,CUST0378,Spiral Notebooks (3-Pack),Office Supplies,East,3,33.73,0.25,16.33
ORD00275,2023-09-06,CUST0003,Surge Protector Power Strip,Electronics,East,1,25.99,0.0,13.49
ORD00418,2023-09-06,CUST0089,Whiteboard Markers,Office Supplies,West,4,41.36,0.1,23.36
ORD00715,2023-09-06,CUST0344,Wireless Charging Pad,Electronics,North,3,89.97,0.0,46.47
ORD01124,2023-09-06,CUST0011,External SSD 1TB,Technology,South,2,179.98,0.25,29.98
ORD01723,2023-09-06,CUST0245,Laptop Stand,Technology,South,3,113.97,0.05,47.97
ORD01756,2023-09-06,CUST0014,Spiral Notebooks (3-Pack),Office Supplies,East,7,78.7,0.25,38.1
ORD02516,2023-09-06,CUST0174,Spiral Notebooks (3-Pack),Office Supplies,East,2,29.98,0.0,18.38
ORD00155,2023-09-07,CUST0372,A4 Printer Paper (Ream),Office Supplies,North,4,51.96,0.0,24.76
ORD00361,2023-09-07,CUST0109,Ballpoint Pens (Pack of 12),Office Supplies,East,7,62.93,0.0,40.53
ORD01693,2023-09-07,CUST0189,Mechanical Keyboard,Technology,South,4,319.96,0.0,135.96
ORD02539,2023-09-07,CUST0163,Mechanical Keyboard,Technology,East,4,319.96,0.0,135.96
ORD02636,2023-09-07,CUST0060,Noise-Canceling Headset,Technology,East,2,259.98,0.0,103.98
ORD00010,2023-09-08,CUST0014,Adjustable Footrest,Furniture,East,1,34.99,0.0,16.99
ORD00042,2023-09-08,CUST0059,Noise-Canceling Headset,Technology,East,1,90.99,0.3,12.99
ORD01717,2023-09-08,CUST0089,Bluetooth Speaker,Electronics,East,3,149.97,0.0,65.97
ORD01737,2023-09-08,CUST0025,A4 Printer Paper (Ream),Office Supplies,North,3,37.02,0.05,16.62
ORD02093,2023-09-08,CUST0012,HDMI Cable 4K (6ft),Electronics,North,2,26.98,0.1,17.38
ORD00436,2023-09-09,CUST0166,Desk Organizer Mesh,Furniture,South,1,24.99,0.0,13.49
ORD02083,2023-09-09,CUST0240,Standing Desk Converter,Furniture,West,2,499.98,0.0,149.98
ORD02234,2023-09-09,CUST0061,Heavy-Duty Stapler,Office Supplies,South,2,37.98,0.05,20.98
ORD02656,2023-09-09,CUST0032,Noise-Canceling Headset,Technology,North,3,389.97,0.0,155.97
ORD00038,2023-09-10,CUST0135,Laptop Stand,Technology,South,2,75.98,0.05,31.98
ORD00869,2023-09-10,CUST0029,Standing Desk Converter,Furniture,West,2,499.98,0.0,149.98
ORD01653,2023-09-10,CUST0042,Document Folder Set,Office Supplies,North,4,67.96,0.0,39.96
ORD02856,2023-09-10,CUST0152,Spiral Notebooks (3-Pack),Office Supplies,East,2,29.98,0.0,18.38
ORD00441,2023-09-11,CUST0171,Noise-Canceling Headset,Technology,West,3,331.47,0.15,97.47
ORD00657,2023-09-11,CUST0213,Standing Desk Converter,Furniture,North,4,999.96,0.0,299.96
ORD01140,2023-09-11,CUST0003,Document Folder Set,Office Supplies,North,2,32.28,0.05,18.28
ORD02769,2023-09-11,CUST0097,Whiteboard Markers,Office Supplies,East,7,68.37,0.15,36.87
ORD00052,2023-09-12,CUST0033,Heavy-Duty Stapler,Office Supplies,South,1,18.99,0.05,10.49
ORD00286,2023-09-12,CUST0001,Filing Cabinet,Furniture,East,7,1119.93,0.0,335.93
ORD00632,2023-09-12,CUST0038,Adjustable Footrest,Furniture,West,1,26.24,0.25,8.24
ORD01785,2023-09-12,CUST0016,Mechanical Keyboard,Technology,North,3,203.97,0.15,65.97
ORD01832,2023-09-12,CUST0035,Ballpoint Pens (Pack of 12),Office Supplies,South,10,89.9,0.0,57.9
ORD02408,2023-09-12,CUST0020,Spiral Notebooks (3-Pack),Office Supplies,North,1,14.99,0.0,9.19
ORD02474,2023-09-12,CUST0055,Permanent Sticky Notes,Office Supplies,East,1,5.94,0.15,3.74
ORD00068,2023-09-13,CUST0322,External SSD 1TB,Technology,West,3,251.98,0.3,26.98
ORD00455,2023-09-13,CUST0189,Lumbar Support Cushion,Furniture,North,1,29.99,0.0,15.99
ORD00635,2023-09-13,CUST0270,Lumbar Support Cushion,Furniture,North,6,161.95,0.1,77.95
ORD01281,2023-09-13,CUST0181,Filing Cabinet,Furniture,North,9,1223.92,0.15,215.92
ORD00672,2023-09-14,CUST0258,Bluetooth Speaker,Electronics,West,3,149.97,0.0,65.97
ORD00941,2023-09-14,CUST0098,External SSD 1TB,Technology,North,3,305.97,0.15,80.97
ORD02297,2023-09-15,CUST0274,Whiteboard Markers,Office Supplies,East,1,9.77,0.15,5.27
ORD02426,2023-09-15,CUST0088,Laptop Stand,Technology,East,4,135.97,0.15,47.97
ORD02503,2023-09-15,CUST0115,Whiteboard Markers,Office Supplies,West,1,9.19,0.2,4.69
ORD00580,2023-09-16,CUST0019,Noise-Canceling Headset,Technology,East,1,110.49,0.15,32.49
ORD01988,2023-09-16,CUST0023,Laptop Stand,Technology,North,1,39.99,0.0,17.99
ORD02240,2023-09-16,CUST0269,Mechanical Keyboard,Technology,West,3,239.97,0.0,101.97
ORD02835,2023-09-16,CUST0056,External SSD 1TB,Technology,North,5,569.95,0.05,194.95
ORD02845,2023-09-16,CUST0010,Heavy-Duty Stapler,Office Supplies,South,1,19.99,0.0,11.49
ORD02056,2023-09-18,CUST0147,USB-C Docking Station,Technology,West,9,1349.91,0.0,494.91
ORD02647,2023-09-18,CUST0041,USB-C Docking Station,Technology,South,1,149.99,0.0,54.99
ORD00180,2023-09-19,CUST0038,USB-C Docking Station,Technology,East,1,149.99,0.0,54.99
ORD00412,2023-09-19,CUST0233,Wireless Laser Presenter,Electronics,East,1,21.84,0.05,12.34
ORD02610,2023-09-19,CUST0010,Bookshelf 4-Tier,Furniture,North,2,239.98,0.0,75.98
ORD02927,2023-09-19,CUST0288,A4 Printer Paper (Ream),Office Supplies,North,2,18.19,0.3,4.59
ORD00520,2023-09-20,CUST0165,Bookshelf 4-Tier,Furniture,South,1,101.99,0.15,19.99
ORD01379,2023-09-20,CUST0227,Standing Desk Converter,Furniture,West,8,1899.92,0.05,499.92
ORD02203,2023-09-20,CUST0001,Heavy-Duty Stapler,Office Supplies,West,3,47.98,0.2,22.48
ORD02573,2023-09-20,CUST0315,Wireless Laser Presenter,Electronics,North,2,39.08,0.15,20.08
ORD02904,2023-09-20,CUST0004,Whiteboard Markers,Office Supplies,North,5,51.71,0.1,29.21
ORD00648,2023-09-21,CUST0052,Bookshelf 4-Tier,Furniture,West,7,839.93,0.0,265.93
ORD00815,2023-09-21,CUST0001,External SSD 1TB,Technology,West,3,323.97,0.1,98.97
ORD01204,2023-09-21,CUST0062,Bookshelf 4-Tier,Furniture,South,3,359.97,0.0,113.97
ORD01903,2023-09-21,CUST0299,Ergonomic Office Chair,Furniture,South,1,199.99,0.0,61.99
ORD02111,2023-09-21,CUST0007,External SSD 1TB,Technology,West,1,89.99,0.25,14.99
ORD02576,2023-09-21,CUST0036,Ergonomic Office Chair,Furniture,South,3,449.98,0.25,35.98
ORD02722,2023-09-21,CUST0284,USB-C Docking Station,Technology,North,1,149.99,0.0,54.99
ORD00572,2023-09-22,CUST0070,Filing Cabinet,Furniture,South,1,143.99,0.1,31.99
ORD00717,2023-09-22,CUST0122,A4 Printer Paper (Ream),Office Supplies,East,3,38.97,0.0,18.57
ORD00911,2023-09-22,CUST0157,Adjustable Footrest,Furniture,West,2,62.98,0.1,26.98
ORD01725,2023-09-22,CUST0130,Document Folder Set,Office Supplies,North,2,33.98,0.0,19.98
ORD01883,2023-09-22,CUST0299,Desk Organizer Mesh,Furniture,East,6,149.94,0.0,80.94
ORD02241,2023-09-22,CUST0353,Permanent Sticky Notes,Office Supplies,West,2,10.48,0.25,6.08
ORD02463,2023-09-22,CUST0314,Mechanical Keyboard,Technology,South,2,159.98,0.0,67.98
ORD02731,2023-09-22,CUST0035,Standing Desk Converter,Furniture,East,1,249.99,0.0,74.99
ORD02984,2023-09-22,CUST0043,Ballpoint Pens (Pack of 12),Office Supplies,East,5,31.46,0.3,15.46
