Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Sales,Discount,Profit
ORD01917,6/29/2023,CUST0038,Mechanical Keyboard,Technology,North,5,399.95,0,169.95
ORD02274,6/29/2023,CUST0229,Dual Monitor Arm,Technology,South,4,341.96,0.05,133.96
ORD00443,6/30/2023,CUST0027,Adjustable Footrest,Furniture,East,6,209.94,0,101.94
ORD00840,6/30/2023,CUST0124,Wireless Laser Presenter,Electronics,North,3,55.18,0.2,26.68
ORD02028,6/30/2023,CUST0232,External SSD 1TB,Technology,North,5,569.95,0.05,194.95
ORD02080,6/30/2023,CUST0038,Filing Cabinet,Furniture,West,1,135.99,0.15,23.99
ORD02673,6/30/2023,CUST0078,HDMI Cable 4K (6ft),Electronics,North,5,67.45,0.1,43.45
ORD02777,6/30/2023,CUST0061,Lumbar Support Cushion,Furniture,South,5,149.95,0,79.95
ORD00504,7/1/2023,CUST0044,USB-C Docking Station,Technology,South,4,599.96,0,219.96
ORD00544,7/1/2023,CUST0188,Noise-Canceling Headset,Technology,North,2,233.98,0.1,77.98
ORD01334,7/1/2023,CUST0259,A4 Printer Paper (Ream),Office Supplies,North,1,12.99,0,6.19
ORD02502,7/1/2023,CUST0036,Bluetooth Speaker,Electronics,South,8,379.92,0.05,155.92
ORD01972,7/2/2023,CUST0047,Bluetooth Speaker,Electronics,East,1,42.49,0.15,14.49
ORD02224,7/2/2023,CUST0002,Lumbar Support Cushion,Furniture,North,4,119.96,0,63.96
ORD00326,7/3/2023,CUST0008,External SSD 1TB,Technology,North,3,359.97,0,134.97
ORD00783,7/3/2023,CUST0195,Wireless Laser Presenter,Electronics,West,3,62.07,0.1,33.57
ORD01148,7/3/2023,CUST0081,Laptop Stand,Technology,South,1,33.99,0.15,11.99
ORD01247,7/3/2023,CUST0283,Ballpoint Pens (Pack of 12),Office Supplies,West,3,22.92,0.15,13.32
ORD01682,7/3/2023,CUST0367,Whiteboard Markers,Office Supplies,West,1,11.49,0,6.99
ORD02336,7/3/2023,CUST0026,Whiteboard Markers,Office Supplies,South,1,9.77,0.15,5.27
ORD00297,7/4/2023,CUST0230,Spiral Notebooks (3-Pack),Office Supplies,East,2,20.99,0.3,9.39
ORD01788,7/5/2023,CUST0058,Surge Protector Power Strip,Electronics,North,1,25.99,0,13.49
ORD01857,7/5/2023,CUST0002,Wireless Laser Presenter,Electronics,North,1,17.24,0.25,7.74
ORD02542,7/6/2023,CUST0001,Wireless Charging Pad,Electronics,West,7,199.43,0.05,97.93
ORD02717,7/6/2023,CUST0026,External SSD 1TB,Technology,North,1,101.99,0.15,26.99
ORD00499,7/7/2023,CUST0343,Wireless Laser Presenter,Electronics,North,2,39.08,0.15,20.08
ORD01485,7/7/2023,CUST0061,HDMI Cable 4K (6ft),Electronics,North,2,26.98,0.1,17.38
ORD02275,7/7/2023,CUST0080,HD Webcam 1080p,Technology,West,2,113.98,0.05,49.98
ORD02989,7/7/2023,CUST0066,Portable Power Bank 20000mAh,Electronics,South,2,67.98,0.15,24.98
ORD00829,7/8/2023,CUST0030,Ergonomic Office Chair,Furniture,East,6,1199.94,0,371.94
ORD01132,7/8/2023,CUST0264,Laptop Stand,Technology,North,1,39.99,0,17.99
ORD01496,7/8/2023,CUST0260,Portable Power Bank 20000mAh,Electronics,South,3,119.97,0,55.47
ORD01541,7/8/2023,CUST0172,Spiral Notebooks (3-Pack),Office Supplies,South,2,29.98,0,18.38
ORD01312,7/9/2023,CUST0030,Bookshelf 4-Tier,Furniture,South,1,119.99,0,37.99
ORD02035,7/9/2023,CUST0136,Laptop Stand,Technology,North,1,39.99,0,17.99
ORD00037,7/10/2023,CUST0004,Noise-Canceling Headset,Technology,North,1,103.99,0.2,25.99
ORD00337,7/10/2023,CUST0182,Heavy-Duty Stapler,Office Supplies,West,1,19.99,0,11.49
ORD02680,7/10/2023,CUST0045,A4 Printer Paper (Ream),Office Supplies,North,1,12.99,0,6.19
ORD00225,7/11/2023,CUST0101,Lumbar Support Cushion,Furniture,East,4,107.96,0.1,51.96
ORD01025,7/11/2023,CUST0022,Mechanical Keyboard,Technology,North,3,239.97,0,101.97
ORD01464,7/11/2023,CUST0049,Ergonomic Office Chair,Furniture,East,2,399.98,0,123.98
ORD02197,7/11/2023,CUST0008,Lumbar Support Cushion,Furniture,South,3,89.97,0,47.97
ORD02348,7/11/2023,CUST0115,Filing Cabinet,Furniture,North,7,1119.93,0,335.93
ORD02476,7/11/2023,CUST0367,Dual Monitor Arm,Technology,South,2,179.98,0,75.98
ORD02816,7/11/2023,CUST0088,Document Folder Set,Office Supplies,North,2,30.58,0.1,16.58
ORD02956,7/11/2023,CUST0012,Surge Protector Power Strip,Electronics,North,1,22.09,0.15,9.59
ORD00918,7/12/2023,CUST0245,Spiral Notebooks (3-Pack),Office Supplies,West,2,28.48,0.05,16.88
ORD01029,7/12/2023,CUST0284,HD Webcam 1080p,Technology,North,1,50.99,0.15,18.99
ORD01367,7/12/2023,CUST0123,Heavy-Duty Stapler,Office Supplies,North,1,18.99,0.05,10.49
ORD01655,7/12/2023,CUST0034,Dual Monitor Arm,Technology,North,2,179.98,0,75.98
ORD01870,7/12/2023,CUST0245,Laptop Stand,Technology,West,6,203.95,0.15,71.95
ORD02177,7/12/2023,CUST0100,USB-C Docking Station,Technology,North,3,449.97,0,164.97
ORD00994,7/13/2023,CUST0074,Standing Desk Converter,Furniture,North,8,1999.92,0,599.92
ORD01333,7/13/2023,CUST0131,Surge Protector Power Strip,Electronics,East,1,25.99,0,13.49
ORD01458,7/13/2023,CUST0069,Permanent Sticky Notes,Office Supplies,East,2,13.98,0,9.58
ORD01774,7/13/2023,CUST0232,External SSD 1TB,Technology,North,2,179.98,0.25,29.98
ORD02038,7/13/2023,CUST0174,Standing Desk Converter,Furniture,North,2,449.98,0.1,99.98
ORD02057,7/13/2023,CUST0255,USB-C Docking Station,Technology,South,10,1424.9,0.05,474.9
ORD02459,7/13/2023,CUST0062,Mechanical Keyboard,Technology,South,4,287.96,0.1,103.96
ORD02648,7/13/2023,CUST0202,Ballpoint Pens (Pack of 12),Office Supplies,North,3,26.97,0,17.37
ORD00253,7/14/2023,CUST0227,Desk Organizer Mesh,Furniture,South,5,118.7,0.05,61.2
ORD00314,7/14/2023,CUST0353,Noise-Canceling Headset,Technology,South,1,116.99,0.1,38.99
ORD00461,7/14/2023,CUST0071,Spiral Notebooks (3-Pack),Office Supplies,East,3,44.97,0,27.57
ORD00634,7/14/2023,CUST0102,HD Webcam 1080p,Technology,North,1,59.99,0,27.99
ORD01885,7/14/2023,CUST0258,Desk Organizer Mesh,Furniture,North,3,74.97,0,40.47
ORD01947,7/14/2023,CUST0025,HD Webcam 1080p,Technology,South,2,113.98,0.05,49.98
ORD02836,7/14/2023,CUST0294,Wireless Charging Pad,Electronics,East,3,85.47,0.05,41.97
ORD00541,7/15/2023,CUST0201,USB-C Docking Station,Technology,North,3,404.97,0.1,119.97
ORD01316,7/15/2023,CUST0019,Ergonomic Office Chair,Furniture,North,2,399.98,0,123.98
ORD01639,7/15/2023,CUST0063,HD Webcam 1080p,Technology,West,1,59.99,0,27.99
ORD00097,7/16/2023,CUST0023,Adjustable Footrest,Furniture,East,4,132.96,0.05,60.96
ORD00201,7/16/2023,CUST0025,Laptop Stand,Technology,South,4,151.96,0.05,63.96
ORD01219,7/16/2023,CUST0031,HDMI Cable 4K (6ft),Electronics,South,6,89.94,0,61.14
ORD02778,7/16/2023,CUST0317,Heavy-Duty Stapler,Office Supplies,East,4,79.96,0,45.96
ORD01122,7/17/2023,CUST0008,HD Webcam 1080p,Technology,North,4,239.96,0,111.96
ORD00558,7/18/2023,CUST0039,HD Webcam 1080p,Technology,North,7,377.94,0.1,153.94
ORD00766,7/18/2023,CUST0048,Adjustable Footrest,Furniture,South,2,69.98,0,33.98
ORD02353,7/18/2023,CUST0042,Spiral Notebooks (3-Pack),Office Supplies,West,4,59.96,0,36.76
ORD00623,7/19/2023,CUST0002,Permanent Sticky Notes,Office Supplies,East,3,18.87,0.1,12.27
ORD00900,7/19/2023,CUST0099,Permanent Sticky Notes,Office Supplies,West,6,41.94,0,28.74
ORD01640,7/19/2023,CUST0001,Ergonomic Office Chair,Furniture,West,6,1139.94,0.05,311.94
ORD01807,7/19/2023,CUST0011,Document Folder Set,Office Supplies,North,3,50.97,0,29.97
ORD01252,7/20/2023,CUST0211,HD Webcam 1080p,Technology,West,1,50.99,0.15,18.99
ORD01406,7/20/2023,CUST0283,Wireless Charging Pad,Electronics,West,6,179.94,0,92.94
ORD01512,7/20/2023,CUST0030,Bookshelf 4-Tier,Furniture,North,3,359.97,0,113.97
ORD01527,7/20/2023,CUST0116,Wireless Laser Presenter,Electronics,East,1,21.84,0.05,12.34
ORD01589,7/20/2023,CUST0033,Noise-Canceling Headset,Technology,North,2,259.98,0,103.98
ORD01795,7/20/2023,CUST0010,Document Folder Set,Office Supplies,West,1,16.99,0,9.99
ORD02076,7/20/2023,CUST0276,Wireless Charging Pad,Electronics,North,1,26.99,0.1,12.49
ORD02081,7/20/2023,CUST0145,Noise-Canceling Headset,Technology,North,4,519.96,0,207.96
ORD02210,7/20/2023,CUST0264,Dual Monitor Arm,Technology,South,3,269.97,0,113.97
ORD02340,7/20/2023,CUST0100,Document Folder Set,Office Supplies,East,1,16.14,0.05,9.14
ORD00924,7/21/2023,CUST0008,Permanent Sticky Notes,Office Supplies,East,2,11.18,0.2,6.78
ORD02433,7/21/2023,CUST0001,A4 Printer Paper (Ream),Office Supplies,South,5,58.46,0.1,24.46
ORD02806,7/21/2023,CUST0218,A4 Printer Paper (Ream),Office Supplies,East,1,12.99,0,6.19
ORD00108,7/22/2023,CUST0076,Spiral Notebooks (3-Pack),Office Supplies,North,1,14.99,0,9.19
ORD00363,7/22/2023,CUST0084,Ergonomic Office Chair,Furniture,East,1,169.99,0.15,31.99
ORD02954,7/22/2023,CUST0240,Wireless Charging Pad,Electronics,East,2,59.98,0,30.98
ORD00003,7/23/2023,CUST0201,Whiteboard Markers,Office Supplies,North,2,19.53,0.15,10.53
ORD00085,7/23/2023,CUST0005,Spiral Notebooks (3-Pack),Office Supplies,North,3,44.97,0,27.57
ORD02402,7/23/2023,CUST0094,Spiral Notebooks (3-Pack),Office Supplies,East,1,12.74,0.15,6.94
ORD02723,7/23/2023,CUST0002,Ballpoint Pens (Pack of 12),Office Supplies,East,3,20.23,0.25,10.63
ORD00053,7/24/2023,CUST0258,Bookshelf 4-Tier,Furniture,West,5,599.95,0,189.95
ORD01929,7/24/2023,CUST0314,Ergonomic Office Chair,Furniture,East,1,199.99,0,61.99
ORD02198,7/24/2023,CUST0157,Permanent Sticky Notes,Office Supplies,East,2,13.98,0,9.58
ORD01522,7/25/2023,CUST0049,A4 Printer Paper (Ream),Office Supplies,North,4,51.96,0,24.76
ORD01773,7/25/2023,CUST0231,Ballpoint Pens (Pack of 12),Office Supplies,West,3,25.62,0.05,16.02
ORD01032,7/26/2023,CUST0039,HDMI Cable 4K (6ft),Electronics,North,1,13.49,0.1,8.69
ORD01889,7/26/2023,CUST0345,Whiteboard Markers,Office Supplies,North,2,22.98,0,13.98
ORD02710,7/26/2023,CUST0131,Whiteboard Markers,Office Supplies,West,3,32.75,0.05,19.25
ORD00750,7/27/2023,CUST0001,Heavy-Duty Stapler,Office Supplies,South,5,94.95,0.05,52.45
ORD01811,7/27/2023,CUST0035,HDMI Cable 4K (6ft),Electronics,South,6,62.96,0.3,34.16
ORD01092,7/28/2023,CUST0238,Mechanical Keyboard,Technology,West,4,303.96,0.05,119.96
ORD02844,7/28/2023,CUST0077,Bluetooth Speaker,Electronics,North,1,49.99,0,21.99
ORD02863,7/28/2023,CUST0002,Mechanical Keyboard,Technology,East,1,79.99,0,33.99
ORD00315,7/29/2023,CUST0067,Dual Monitor Arm,Technology,West,2,170.98,0.05,66.98
ORD01623,7/29/2023,CUST0250,Wireless Charging Pad,Electronics,East,1,28.49,0.05,13.99
ORD01995,7/29/2023,CUST0009,Spiral Notebooks (3-Pack),Office Supplies,West,5,56.21,0.25,27.21
ORD02475,7/29/2023,CUST0200,External SSD 1TB,Technology,South,2,239.98,0,89.98
ORD01058,7/30/2023,CUST0303,Permanent Sticky Notes,Office Supplies,East,3,16.78,0.2,10.18
ORD01196,7/30/2023,CUST0118,Wireless Laser Presenter,Electronics,West,4,82.76,0.1,44.76
ORD01450,7/30/2023,CUST0190,USB-C Docking Station,Technology,North,1,149.99,0,54.99
ORD01986,7/30/2023,CUST0020,Spiral Notebooks (3-Pack),Office Supplies,South,3,44.97,0,27.57
ORD02008,7/30/2023,CUST0263,Lumbar Support Cushion,Furniture,South,1,28.49,0.05,14.49
ORD02912,9/20/2024,CUST0106,Document Folder Set,Office Supplies,South,7,118.93,0,69.93
ORD02069,7/30/2023,CUST0299,Lumbar Support Cushion,Furniture,West,1,29.99,0,15.99
ORD00303,7/31/2023,CUST0004,Whiteboard Markers,Office Supplies,East,3,34.47,0,20.97
ORD00728,7/31/2023,CUST0169,Spiral Notebooks (3-Pack),Office Supplies,West,5,74.95,0,45.95
ORD02883,7/31/2023,CUST0076,A4 Printer Paper (Ream),Office Supplies,East,2,24.68,0.05,11.08
ORD00105,8/1/2023,CUST0156,Laptop Stand,Technology,North,1,39.99,0,17.99
ORD00427,8/1/2023,CUST0085,Lumbar Support Cushion,office supplies,North,1,26.99,0.1,12.99
ORD00518,8/1/2023,CUST0186,Standing Desk Converter,Furniture,North,3,599.98,0.2,74.98
ORD00753,8/1/2023,CUST0003,HD Webcam 1080p,Technology,South,1,59.99,0,27.99
ORD01420,8/1/2023,CUST0065,Ergonomic Office Chair,Furniture,South,2,359.98,0.1,83.98
ORD01739,8/1/2023,CUST0025,Permanent Sticky Notes,Office Supplies,South,1,5.59,0.2,3.39
ORD02715,8/1/2023,CUST0338,Spiral Notebooks (3-Pack),Office Supplies,East,1,13.49,0.1,7.69
ORD00674,8/2/2023,CUST0092,Ballpoint Pens (Pack of 12),Office Supplies,West,1,8.09,0.1,4.89
ORD01754,8/2/2023,CUST0173,Noise-Canceling Headset,Technology,South,1,110.49,0.15,32.49
ORD01776,8/2/2023,CUST0020,Dual Monitor Arm,Technology,North,6,458.95,0.15,146.95
ORD01778,8/2/2023,CUST0062,Filing Cabinet,Furniture,North,4,607.96,0.05,159.96
ORD01905,8/2/2023,CUST0339,Filing Cabinet,Furniture,South,2,239.99,0.25,15.99
ORD01981,8/2/2023,CUST0025,Bookshelf 4-Tier,Furniture,East,2,239.98,0,75.98
ORD02662,8/2/2023,CUST0315,External SSD 1TB,Technology,South,2,227.98,0.05,77.98
ORD02958,8/2/2023,CUST0226,Laptop Stand,Technology,North,2,79.98,0,35.98
ORD00009,8/3/2023,CUST0177,Spiral Notebooks (3-Pack),Office Supplies,East,3,44.97,0,27.57
ORD01105,8/3/2023,CUST0001,Wireless Laser Presenter,Electronics,South,5,109.2,0.05,61.7
ORD02204,8/3/2023,CUST0006,Portable Power Bank 20000mAh,Electronics,North,4,135.97,0.15,49.97
ORD00247,8/4/2023,CUST0229,Adjustable Footrest,Furniture,North,5,166.2,0.05,76.2
ORD00601,8/4/2023,CUST0140,Whiteboard Markers,Office Supplies,North,1,10.92,0.05,6.42
ORD01421,8/4/2023,CUST0186,Bookshelf 4-Tier,Furniture,East,2,239.98,0,75.98
ORD02105,8/4/2023,CUST0001,Noise-Canceling Headset,Technology,North,3,331.47,0.15,97.47
ORD02400,8/4/2023,CUST0293,Document Folder Set,Office Supplies,North,4,61.16,0.1,33.16
ORD00481,8/5/2023,CUST0320,Filing Cabinet,Furniture,East,5,679.96,0.15,119.96
ORD00579,8/5/2023,CUST0072,Permanent Sticky Notes,Office Supplies,North,1,6.29,0.1,4.09
ORD01676,8/5/2023,CUST0041,USB-C Docking Station,Technology,East,2,299.98,0,109.98
ORD02214,8/5/2023,CUST0004,Filing Cabinet,Furniture,North,4,639.96,0,191.96
ORD02707,8/5/2023,CUST0140,Filing Cabinet,Furniture,South,1,151.99,0.05,39.99
ORD01386,8/6/2023,CUST0194,Bookshelf 4-Tier,Furniture,South,2,179.98,0.25,15.98
ORD02417,8/6/2023,CUST0276,Laptop Stand,Technology,West,4,159.96,0,71.96
ORD02839,8/6/2023,CUST0003,Filing Cabinet,Furniture,East,2,303.98,0.05,79.98
ORD01748,8/7/2023,CUST0042,Lumbar Support Cushion,Furniture,East,1,29.99,0,15.99
ORD00027,8/8/2023,CUST0118,Permanent Sticky Notes,Office Supplies,East,1,6.64,0.05,4.44
ORD00435,8/8/2023,CUST0316,USB-C Docking Station,Technology,West,1,134.99,0.1,39.99
ORD02357,8/8/2023,CUST0259,Lumbar Support Cushion,Furniture,West,1,25.49,0.15,11.49
ORD00165,8/9/2023,CUST0078,HDMI Cable 4K (6ft),Electronics,South,2,29.98,0,20.38
ORD00403,8/9/2023,CUST0002,Noise-Canceling Headset,Technology,South,1,116.99,0.1,38.99
ORD01604,8/9/2023,CUST0123,Laptop Stand,Technology,North,1,29.99,0.25,7.99
ORD02217,8/9/2023,CUST0347,Desk Organizer Mesh,Furniture,West,2,49.98,0,26.98
ORD02267,8/9/2023,CUST0147,Heavy-Duty Stapler,Office Supplies,North,1,19.99,0,11.49
ORD02849,8/9/2023,CUST0332,Ballpoint Pens (Pack of 12),Office Supplies,South,1,8.54,0.05,5.34
ORD00156,8/10/2023,CUST0256,Noise-Canceling Headset,Technology,North,6,779.94,0,311.94
ORD01398,8/10/2023,CUST0053,Wireless Laser Presenter,Electronics,East,1,19.54,0.15,10.04
ORD02257,8/10/2023,CUST0011,A4 Printer Paper (Ream),Office Supplies,North,2,25.98,0,12.38
ORD02935,8/10/2023,CUST0151,Noise-Canceling Headset,Technology,West,3,389.97,0,155.97
ORD00396,8/11/2023,CUST0006,Noise-Canceling Headset,Technology,North,3,389.97,0,155.97
ORD00827,8/11/2023,CUST0345,Spiral Notebooks (3-Pack),Office Supplies,West,1,13.49,0.1,7.69
ORD01292,8/11/2023,CUST0326,Wireless Laser Presenter,Electronics,East,5,86.21,0.25,38.71
ORD01425,8/11/2023,CUST0002,Laptop Stand,Technology,East,6,239.94,0,107.94
ORD01478,8/11/2023,CUST0037,Heavy-Duty Stapler,Office Supplies,East,1,19.99,0,11.49
ORD02864,8/11/2023,CUST0075,Bluetooth Speaker,Electronics,East,1,44.99,0.1,16.99
ORD00375,8/12/2023,CUST0373,Noise-Canceling Headset,Technology,East,1,103.99,0.2,25.99
ORD01864,8/12/2023,CUST0363,HD Webcam 1080p,Technology,West,2,113.98,0.05,49.98
ORD01942,8/12/2023,CUST0076,Wireless Laser Presenter,Electronics,North,1,18.39,0.2,8.89
ORD02609,8/12/2023,CUST0014,Ergonomic Office Chair,Furniture,North,1,199.99,0,61.99
ORD00442,8/13/2023,CUST0133,HDMI Cable 4K (6ft),Electronics,South,4,50.97,0.15,31.77
ORD02106,8/13/2023,CUST0091,Wireless Laser Presenter,Electronics,East,1,21.84,0.05,12.34
ORD00076,8/14/2023,CUST0098,USB-C Docking Station,Technology,North,1,134.99,0.1,39.99
ORD00898,8/14/2023,CUST0083,Laptop Stand,Technology,East,1,37.99,0.05,15.99
ORD01183,8/14/2023,CUST0351,Noise-Canceling Headset,Technology,West,1,129.99,0,51.99
ORD00585,8/15/2023,CUST0199,Ballpoint Pens (Pack of 12),Office Supplies,West,1,8.09,0.1,4.89
ORD01197,8/16/2023,CUST0148,Bookshelf 4-Tier,Furniture,North,3,359.97,0,113.97
ORD02579,8/16/2023,CUST0185,Dual Monitor Arm,Technology,North,5,382.46,0.15,122.46
ORD02976,8/16/2023,CUST0052,Ergonomic Office Chair,Furniture,South,1,199.99,0,61.99
ORD00300,8/17/2023,CUST0269,Ballpoint Pens (Pack of 12),Office Supplies,South,3,26.97,0,17.37
ORD02287,8/17/2023,CUST0039,USB-C Docking Station,Technology,South,2,224.99,0.25,34.99
ORD02725,8/17/2023,CUST0046,Dual Monitor Arm,Technology,East,3,269.97,0,113.97
ORD00081,8/18/2023,CUST0167,Spiral Notebooks (3-Pack),Office Supplies,North,1,14.99,0,9.19
ORD00554,8/18/2023,CUST0215,A4 Printer Paper (Ream),Office Supplies,East,4,46.76,0.1,19.56
ORD01443,8/18/2023,CUST0003,Laptop Stand,Technology,West,5,179.96,0.1,69.96
ORD01561,8/18/2023,CUST0129,Wireless Laser Presenter,Electronics,East,2,41.38,0.1,22.38
ORD01580,8/18/2023,CUST0301,Bookshelf 4-Tier,Furniture,West,4,383.97,0.2,55.97
ORD01899,8/18/2023,CUST0226,Mechanical Keyboard,Technology,North,3,191.98,0.2,53.98
ORD02465,8/18/2023,CUST0049,Ergonomic Office Chair,Furniture,West,2,339.98,0.15,63.98
ORD02792,8/18/2023,CUST0195,Noise-Canceling Headset,Technology,East,1,129.99,0,51.99
ORD01978,8/19/2023,CUST0094,Noise-Canceling Headset,Technology,North,1,103.99,0.2,25.99
ORD00958,8/20/2023,CUST0155,Wireless Laser Presenter,Electronics,West,1,22.99,0,13.49
ORD01113,8/20/2023,CUST0365,Ergonomic Office Chair,Furniture,West,1,199.99,0,61.99
ORD01275,8/20/2023,CUST0034,External SSD 1TB,Technology,South,1,95.99,0.2,20.99
ORD01444,8/20/2023,CUST0015,Noise-Canceling Headset,Technology,South,6,545.96,0.3,77.96
ORD02483,8/20/2023,CUST0272,Whiteboard Markers,Office Supplies,East,7,76.41,0.05,44.91
ORD01341,8/21/2023,CUST0077,HD Webcam 1080p,Technology,South,6,323.95,0.1,131.95
ORD02010,8/21/2023,CUST0184,Whiteboard Markers,Office Supplies,North,3,29.3,0.15,15.8
ORD01763,8/22/2023,CUST0088,Adjustable Footrest,Furniture,West,1,31.49,0.1,13.49
ORD01835,8/22/2023,CUST0045,Adjustable Footrest,Furniture,North,2,62.98,0.1,26.98
ORD01882,8/22/2023,CUST0059,Bluetooth Speaker,Electronics,North,2,89.98,0.1,33.98
ORD01941,8/22/2023,CUST0014,Permanent Sticky Notes,Office Supplies,South,2,12.58,0.1,8.18
ORD02290,8/22/2023,CUST0110,HD Webcam 1080p,Technology,East,6,323.95,0.1,131.95
ORD02499,8/23/2023,CUST0328,HD Webcam 1080p,Technology,South,5,299.95,0,139.95
ORD02631,8/23/2023,CUST0011,Bluetooth Speaker,Electronics,North,1,47.49,0.05,19.49
ORD02701,8/23/2023,CUST0283,Bluetooth Speaker,Electronics,East,1,49.99,0,21.99
ORD02703,8/23/2023,CUST0131,Spiral Notebooks (3-Pack),Office Supplies,South,1,13.49,0.1,7.69
ORD01566,8/24/2023,CUST0130,Surge Protector Power Strip,Electronics,West,1,20.79,0.2,8.29
ORD01809,8/24/2023,CUST0189,Surge Protector Power Strip,Electronics,South,1,25.99,0,13.49
ORD02220,8/24/2023,CUST0212,Document Folder Set,Office Supplies,North,2,27.18,0.2,13.18
ORD02535,8/24/2023,CUST0016,Laptop Stand,Technology,East,2,79.98,0,35.98
ORD01309,8/25/2023,CUST0024,Ergonomic Office Chair,Furniture,East,3,599.97,0,185.97
ORD02201,8/25/2023,CUST0071,USB-C Docking Station,Technology,South,10,1499.9,0,549.9
ORD02759,8/25/2023,CUST0211,Ballpoint Pens (Pack of 12),Office Supplies,West,1,8.99,0,5.79
ORD02951,8/25/2023,CUST0080,Heavy-Duty Stapler,Office Supplies,West,1,19.99,0,11.49
ORD00887,8/26/2023,CUST0269,Ballpoint Pens (Pack of 12),Office Supplies,South,1,8.09,0.1,4.89
ORD01632,8/26/2023,CUST0373,Noise-Canceling Headset,Technology,East,1,123.49,0.05,45.49
ORD02169,8/26/2023,CUST0003,Lumbar Support Cushion,Furniture,East,2,47.98,0.2,19.98
ORD00008,8/27/2023,CUST0289,Filing Cabinet,Furniture,East,2,319.98,0,95.98
ORD00612,8/27/2023,CUST0317,Mechanical Keyboard,Technology,West,2,159.98,0,67.98
ORD02511,8/27/2023,CUST0104,Wireless Charging Pad,Electronics,West,8,239.92,0,123.92
ORD02788,8/27/2023,CUST0079,Adjustable Footrest,Furniture,,3,104.97,0,50.97
ORD00714,8/28/2023,CUST0020,Lumbar Support Cushion,Furniture,East,1,26.99,0.1,12.99
ORD01090,8/28/2023,CUST0320,Mechanical Keyboard,Technology,West,3,239.97,0,101.97
ORD01104,8/28/2023,CUST0366,Bluetooth Speaker,Electronics,South,6,269.95,0.1,101.95
ORD01898,8/28/2023,CUST0001,Laptop Stand,Technology,West,4,159.96,0,71.96
ORD02321,8/28/2023,CUST0224,Surge Protector Power Strip,Electronics,West,2,41.58,0.2,16.58
ORD02754,8/28/2023,CUST0001,Dual Monitor Arm,Technology,South,10,899.9,0,379.9
ORD02918,8/28/2023,CUST0023,Filing Cabinet,Furniture,South,4,639.96,0,191.96
ORD00654,8/29/2023,CUST0173,Wireless Laser Presenter,Electronics,East,1,22.99,0,13.49
ORD00952,8/29/2023,CUST0166,Spiral Notebooks (3-Pack),Office Supplies,North,1,14.99,0,9.19
ORD01352,8/29/2023,CUST0057,Noise-Canceling Headset,Technology,North,2,194.99,0.25,38.99
ORD01592,8/29/2023,CUST0161,Adjustable Footrest,Furniture,West,5,148.71,0.15,58.71
ORD02962,8/29/2023,CUST0011,Filing Cabinet,Furniture,East,2,303.98,0.05,79.98
ORD00971,8/30/2023,CUST0008,Heavy-Duty Stapler,Office Supplies,East,4,59.97,0.25,25.97
ORD00980,8/30/2023,CUST0040,Surge Protector Power Strip,Electronics,West,3,62.38,0.2,24.88
ORD02771,8/30/2023,CUST0191,Portable Power Bank 20000mAh,Electronics,South,6,215.95,0.1,86.95
ORD00377,8/31/2023,CUST0022,Spiral Notebooks (3-Pack),Office Supplies,South,3,40.47,0.1,23.07
ORD00979,8/31/2023,CUST0283,Filing Cabinet,Furniture,West,6,959.94,0,287.94
ORD01116,8/31/2023,CUST0340,Permanent Sticky Notes,Office Supplies,South,1,6.99,0,4.79
ORD02063,8/31/2023,CUST0013,Ballpoint Pens (Pack of 12),Office Supplies,West,1,6.74,0.25,3.54
ORD02627,8/31/2023,CUST0094,Spiral Notebooks (3-Pack),Office Supplies,East,1,14.24,0.05,8.44
ORD02837,8/31/2023,CUST0153,Ballpoint Pens (Pack of 12),Office Supplies,West,3,26.97,0,17.37
ORD01530,9/1/2023,CUST0026,A4 Printer Paper (Ream),Office Supplies,South,4,44.17,0.15,16.97
ORD01800,9/1/2023,CUST0014,Desk Organizer Mesh,Furniture,East,5,124.95,0,67.45
ORD02270,9/1/2023,CUST0100,Filing Cabinet,Furniture,West,3,455.97,0.05,119.97
ORD02313,9/1/2023,CUST0263,Wireless Charging Pad,Electronics,North,2,56.98,0.05,27.98
ORD01131,9/2/2023,CUST0095,Document Folder Set,Office Supplies,South,3,50.97,0,29.97
ORD01460,9/2/2023,CUST0004,External SSD 1TB,Technology,West,3,359.97,0,134.97
ORD02176,9/2/2023,CUST0373,Mechanical Keyboard,Technology,West,2,143.98,0.1,51.98
ORD00400,9/3/2023,CUST0100,USB-C Docking Station,Technology,East,1,119.99,0.2,24.99
ORD01284,9/3/2023,CUST0341,Laptop Stand,Technology,North,1,31.99,0.2,9.99
ORD01366,9/3/2023,CUST0036,Heavy-Duty Stapler,Office Supplies,North,1,15.99,0.2,7.49
ORD02666,9/3/2023,CUST0058,Heavy-Duty Stapler,Office Supplies,South,2,29.98,0.25,12.98
ORD02902,9/3/2023,CUST0092,Laptop Stand,Technology,West,2,79.98,0,35.98
ORD00727,9/4/2023,CUST0132,Bookshelf 4-Tier,Furniture,West,1,113.99,0.05,31.99
ORD00872,9/4/2023,CUST0005,Spiral Notebooks (3-Pack),Office Supplies,East,7,104.93,0,64.33
ORD01448,9/4/2023,CUST0134,Ballpoint Pens (Pack of 12),Office Supplies,South,3,26.97,0,17.37
